LCLid,datetime,energy(kWh/hh),temperature
MAC000002,2012-10-15 13:30:00, 0.13 ,13.03
MAC000002,2012-10-15 14:00:00, 0.075 ,13.03
MAC000002,2012-10-15 14:30:00, 0.129 ,12.62
MAC000002,2012-10-15 15:00:00, 0.075 ,12.62
MAC000002,2012-10-15 15:30:00, 0.128 ,12.51
MAC000002,2012-10-15 16:00:00, 0.166 ,12.51
MAC000002,2012-10-15 16:30:00, 0.194 ,11.57
MAC000002,2012-10-15 17:00:00, 0.695 ,11.57
MAC000002,2012-10-15 17:30:00, 0.26 ,12.17
MAC000002,2012-10-15 18:00:00, 0.227 ,12.17
MAC000002,2012-10-15 18:30:00, 0.255 ,11.78
MAC000002,2012-10-15 19:00:00, 1.164 ,11.78
MAC000002,2012-10-15 19:30:00, 0.249 ,11.38
MAC000002,2012-10-15 20:00:00, 0.225 ,11.38
MAC000002,2012-10-15 20:30:00, 0.258 ,11.77
MAC000002,2012-10-15 21:00:00, 0.26 ,11.77
MAC000002,2012-10-15 21:30:00, 0.334 ,11.46
MAC000002,2012-10-15 22:00:00, 0.299 ,11.46
MAC000002,2012-10-15 22:30:00, 0.236 ,11.56
MAC000002,2012-10-15 23:00:00, 0.241 ,11.56
MAC000002,2012-10-15 23:30:00, 0.237 ,11.61
MAC000002,2012-10-16 00:00:00, 0.237 ,11.61
MAC000002,2012-10-16 00:30:00, 0.237 ,11.67
MAC000002,2012-10-16 01:00:00, 0.193 ,11.67
MAC000002,2012-10-16 01:30:00, 0.118 ,12.09
MAC000002,2012-10-16 02:00:00, 0.098 ,12.09
MAC000002,2012-10-16 02:30:00, 0.107 ,10.95
MAC000002,2012-10-16 03:00:00, 0.094 ,10.95
MAC000002,2012-10-16 03:30:00, 0.109 ,10.21
MAC000002,2012-10-16 04:00:00, 0.091 ,10.21
MAC000002,2012-10-16 04:30:00, 0.105 ,9.81
MAC000002,2012-10-16 05:00:00, 0.091 ,9.81
MAC000002,2012-10-16 05:30:00, 0.104 ,9.86
MAC000002,2012-10-16 06:00:00, 0.092 ,9.86
MAC000002,2012-10-16 06:30:00, 0.103 ,10.32
MAC000002,2012-10-16 07:00:00, 0.093 ,10.32
MAC000002,2012-10-16 07:30:00, 0.101 ,10.9
MAC000002,2012-10-16 08:00:00, 0.144 ,10.9
MAC000002,2012-10-16 08:30:00, 0.1 ,11.96
MAC000002,2012-10-16 09:00:00, 0.408 ,11.96
MAC000002,2012-10-16 09:30:00, 0.102 ,12.99
MAC000002,2012-10-16 10:00:00, 0.1 ,12.99
MAC000002,2012-10-16 10:30:00, 0.116 ,13.59
MAC000002,2012-10-16 11:00:00, 0.354 ,13.59
MAC000002,2012-10-16 11:30:00, 0.146 ,14.08
MAC000002,2012-10-16 12:00:00, 0.19 ,14.08
MAC000002,2012-10-16 12:30:00, 0.991 ,14.34
MAC000002,2012-10-16 13:00:00, 0.31 ,14.34
MAC000002,2012-10-16 13:30:00, 0.121 ,14.74
MAC000002,2012-10-16 14:00:00, 0.113 ,14.74
MAC000002,2012-10-16 14:30:00, 0.094 ,14.64
MAC000002,2012-10-16 15:00:00, 0.119 ,14.64
MAC000002,2012-10-16 15:30:00, 0.087 ,13.67
MAC000002,2012-10-16 16:00:00, 0.13 ,13.67
MAC000002,2012-10-16 16:30:00, 0.238 ,12.39
MAC000002,2012-10-16 17:00:00, 0.204 ,12.39
MAC000002,2012-10-16 17:30:00, 0.284 ,11.22
MAC000002,2012-10-16 18:00:00, 0.447 ,11.22
MAC000002,2012-10-16 18:30:00, 0.266 ,10.53
MAC000002,2012-10-16 19:00:00, 0.966 ,10.53
MAC000002,2012-10-16 19:30:00, 0.172 ,10.02
MAC000002,2012-10-16 20:00:00, 0.192 ,10.02
MAC000002,2012-10-16 20:30:00, 0.228 ,9.06
MAC000002,2012-10-16 21:00:00, 0.203 ,9.06
MAC000002,2012-10-16 21:30:00, 0.211 ,9.13
MAC000002,2012-10-16 22:00:00, 0.188 ,9.13
MAC000002,2012-10-16 22:30:00, 0.213 ,8.8
MAC000002,2012-10-16 23:00:00, 0.157 ,8.8
MAC000002,2012-10-16 23:30:00, 0.202 ,9.56
MAC000002,2012-10-17 00:00:00, 0.157 ,9.56
MAC000002,2012-10-17 00:30:00, 0.211 ,10.33
MAC000002,2012-10-17 01:00:00, 0.155 ,10.33
MAC000002,2012-10-17 01:30:00, 0.169 ,10.98
MAC000002,2012-10-17 02:00:00, 0.101 ,10.98
MAC000002,2012-10-17 02:30:00, 0.117 ,10.95
MAC000002,2012-10-17 03:00:00, 0.084 ,10.95
MAC000002,2012-10-17 03:30:00, 0.118 ,10.6
MAC000002,2012-10-17 04:00:00, 0.08 ,10.6
MAC000002,2012-10-17 04:30:00, 0.119 ,11.57
MAC000002,2012-10-17 05:00:00, 0.075 ,11.57
MAC000002,2012-10-17 05:30:00, 0.123 ,12.81
MAC000002,2012-10-17 06:00:00, 0.071 ,12.81
MAC000002,2012-10-17 06:30:00, 0.126 ,12.8
MAC000002,2012-10-17 07:00:00, 0.067 ,12.8
MAC000002,2012-10-17 07:30:00, 0.124 ,12.89
MAC000002,2012-10-17 08:00:00, 0.118 ,12.89
MAC000002,2012-10-17 08:30:00, 0.132 ,14.34
MAC000002,2012-10-17 09:00:00, 0.358 ,14.34
MAC000002,2012-10-17 09:30:00, 0.628 ,15.18
MAC000002,2012-10-17 10:00:00, 0.784 ,15.18
MAC000002,2012-10-17 10:30:00, 0.681 ,15.92
MAC000002,2012-10-17 11:00:00, 0.749 ,15.92
MAC000002,2012-10-17 11:30:00, 0.593 ,15.63
MAC000002,2012-10-17 12:00:00, 0.502 ,15.63
MAC000002,2012-10-17 12:30:00, 0.115 ,16.6
MAC000002,2012-10-17 13:00:00, 0.113 ,16.6
MAC000002,2012-10-17 13:30:00, 0.092 ,14.91
MAC000002,2012-10-17 14:00:00, 0.124 ,14.91
MAC000002,2012-10-17 14:30:00, 0.084 ,15.39
MAC000002,2012-10-17 15:00:00, 0.125 ,15.39
MAC000002,2012-10-17 15:30:00, 0.078 ,14.18
MAC000002,2012-10-17 16:00:00, 0.136 ,14.18
MAC000002,2012-10-17 16:30:00, 0.227 ,14.08
MAC000002,2012-10-17 17:00:00, 0.207 ,14.08
MAC000002,2012-10-17 17:30:00, 0.141 ,14.02
MAC000002,2012-10-17 18:00:00, 0.258 ,14.02
MAC000002,2012-10-17 18:30:00, 0.217 ,12.9
MAC000002,2012-10-17 19:00:00, 0.223 ,12.9
MAC000002,2012-10-17 19:30:00, 0.075 ,13.18
MAC000002,2012-10-17 20:00:00, 0.23 ,13.18
MAC000002,2012-10-17 20:30:00, 0.208 ,13.11
MAC000002,2012-10-17 21:00:00, 0.265 ,13.11
MAC000002,2012-10-17 21:30:00, 0.377 ,13.12
MAC000002,2012-10-17 22:00:00, 0.327 ,13.12
MAC000002,2012-10-17 22:30:00, 0.277 ,12.71
MAC000002,2012-10-17 23:00:00, 0.288 ,12.71
MAC000002,2012-10-17 23:30:00, 0.256 ,13.09
MAC000002,2012-10-18 00:00:00, 0.288 ,13.09
MAC000002,2012-10-18 00:30:00, 0.259 ,13.08
MAC000002,2012-10-18 01:00:00, 0.291 ,13.08
MAC000002,2012-10-18 01:30:00, 0.238 ,12.67
MAC000002,2012-10-18 02:00:00, 0.17 ,12.67
MAC000002,2012-10-18 02:30:00, 0.116 ,12.69
MAC000002,2012-10-18 03:00:00, 0.165 ,12.69
MAC000002,2012-10-18 03:30:00, 0.112 ,12.66
MAC000002,2012-10-18 04:00:00, 0.166 ,12.66
MAC000002,2012-10-18 04:30:00, 0.109 ,12.99
MAC000002,2012-10-18 05:00:00, 0.166 ,12.99
MAC000002,2012-10-18 05:30:00, 0.106 ,12.59
MAC000002,2012-10-18 06:00:00, 0.165 ,12.59
MAC000002,2012-10-18 06:30:00, 0.102 ,12.15
MAC000002,2012-10-18 07:00:00, 0.164 ,12.15
MAC000002,2012-10-18 07:30:00, 0.103 ,12.73
MAC000002,2012-10-18 08:00:00, 0.173 ,12.73
MAC000002,2012-10-18 08:30:00, 0.145 ,13.67
MAC000002,2012-10-18 09:00:00, 0.366 ,13.67
MAC000002,2012-10-18 09:30:00, 0.187 ,14.63
MAC000002,2012-10-18 10:00:00, 0.194 ,14.63
MAC000002,2012-10-18 10:30:00, 0.19 ,14.79
MAC000002,2012-10-18 11:00:00, 0.192 ,14.79
MAC000002,2012-10-18 11:30:00, 0.313 ,15.21
MAC000002,2012-10-18 12:00:00, 0.125 ,15.21
MAC000002,2012-10-18 12:30:00, 0.139 ,15.43
MAC000002,2012-10-18 13:00:00, 0.127 ,15.43
MAC000002,2012-10-18 13:30:00, 0.144 ,15.85
MAC000002,2012-10-18 14:00:00, 0.122 ,15.85
MAC000002,2012-10-18 14:30:00, 0.149 ,16.04
MAC000002,2012-10-18 15:00:00, 0.119 ,16.04
MAC000002,2012-10-18 15:30:00, 0.151 ,15.1
MAC000002,2012-10-18 16:00:00, 0.113 ,15.1
MAC000002,2012-10-18 16:30:00, 0.154 ,14.11
MAC000002,2012-10-18 17:00:00, 0.151 ,14.11
MAC000002,2012-10-18 17:30:00, 0.228 ,14.05
MAC000002,2012-10-18 18:00:00, 0.112 ,14.05
MAC000002,2012-10-18 18:30:00, 0.185 ,14.03
MAC000002,2012-10-18 19:00:00, 0.897 ,14.03
MAC000002,2012-10-18 19:30:00, 0.332 ,14.02
MAC000002,2012-10-18 20:00:00, 0.775 ,14.02
MAC000002,2012-10-18 20:30:00, 0.716 ,13.69
MAC000002,2012-10-18 21:00:00, 0.614 ,13.69
MAC000002,2012-10-18 21:30:00, 0.219 ,13.6
MAC000002,2012-10-18 22:00:00, 0.178 ,13.6
MAC000002,2012-10-18 22:30:00, 0.193 ,13.21
MAC000002,2012-10-18 23:00:00, 0.166 ,13.21
MAC000002,2012-10-18 23:30:00, 0.162 ,12.93
MAC000002,2012-10-19 00:00:00, 0.165 ,12.93
MAC000002,2012-10-19 00:30:00, 0.154 ,12.48
MAC000002,2012-10-19 01:00:00, 0.173 ,12.48
MAC000002,2012-10-19 01:30:00, 0.114 ,12.4
MAC000002,2012-10-19 02:00:00, 0.128 ,12.4
MAC000002,2012-10-19 02:30:00, 0.082 ,11.98
MAC000002,2012-10-19 03:00:00, 0.133 ,11.98
MAC000002,2012-10-19 03:30:00, 0.074 ,11.98
MAC000002,2012-10-19 04:00:00, 0.133 ,11.98
MAC000002,2012-10-19 04:30:00, 0.072 ,12.03
MAC000002,2012-10-19 05:00:00, 0.131 ,12.03
MAC000002,2012-10-19 05:30:00, 0.079 ,11.99
MAC000002,2012-10-19 06:00:00, 0.125 ,11.99
MAC000002,2012-10-19 06:30:00, 0.086 ,12.01
MAC000002,2012-10-19 07:00:00, 0.114 ,12.01
MAC000002,2012-10-19 07:30:00, 0.097 ,12.49
MAC000002,2012-10-19 08:00:00, 0.155 ,12.49
MAC000002,2012-10-19 08:30:00, 0.235 ,12.92
MAC000002,2012-10-19 09:00:00, 0.196 ,12.92
MAC000002,2012-10-19 09:30:00, 0.191 ,12.99
MAC000002,2012-10-19 10:00:00, 0.083 ,12.99
MAC000002,2012-10-19 10:30:00, 0.119 ,13.01
MAC000002,2012-10-19 11:00:00, 0.095 ,13.01
MAC000002,2012-10-19 11:30:00, 0.105 ,12.92
MAC000002,2012-10-19 12:00:00, 0.108 ,12.92
MAC000002,2012-10-19 12:30:00, 0.09 ,12.5
MAC000002,2012-10-19 13:00:00, 0.122 ,12.5
MAC000002,2012-10-19 13:30:00, 0.076 ,12.13
MAC000002,2012-10-19 14:00:00, 0.164 ,12.13
MAC000002,2012-10-19 14:30:00, 0.167 ,12.51
MAC000002,2012-10-19 15:00:00, 0.135 ,12.51
MAC000002,2012-10-19 15:30:00, 0.077 ,12.09
MAC000002,2012-10-19 16:00:00, 0.26 ,12.09
MAC000002,2012-10-19 16:30:00, 0.13 ,12.06
MAC000002,2012-10-19 17:00:00, 0.406 ,12.06
MAC000002,2012-10-19 17:30:00, 0.109 ,12.13
MAC000002,2012-10-19 18:00:00, 0.177 ,12.13
MAC000002,2012-10-19 18:30:00, 0.263 ,12.19
MAC000002,2012-10-19 19:00:00, 0.315 ,12.19
MAC000002,2012-10-19 19:30:00, 0.216 ,12.19
MAC000002,2012-10-19 20:00:00, 0.822 ,12.19
MAC000002,2012-10-19 20:30:00, 0.322 ,12.16
MAC000002,2012-10-19 21:00:00, 0.213 ,12.16
MAC000002,2012-10-19 21:30:00, 0.296 ,12.08
MAC000002,2012-10-19 22:00:00, 0.226 ,12.08
MAC000002,2012-10-19 22:30:00, 0.269 ,11.97
MAC000002,2012-10-19 23:00:00, 0.19 ,11.97
MAC000002,2012-10-19 23:30:00, 0.239 ,11.91
MAC000002,2012-10-20 00:00:00, 0.2 ,11.91
MAC000002,2012-10-20 00:30:00, 0.229 ,11.45
MAC000002,2012-10-20 01:00:00, 0.192 ,11.45
MAC000002,2012-10-20 01:30:00, 0.217 ,10.97
MAC000002,2012-10-20 02:00:00, 0.18 ,10.97
MAC000002,2012-10-20 02:30:00, 0.139 ,10.78
MAC000002,2012-10-20 03:00:00, 0.097 ,10.78
MAC000002,2012-10-20 03:30:00, 0.12 ,10.19
MAC000002,2012-10-20 04:00:00, 0.097 ,10.19
MAC000002,2012-10-20 04:30:00, 0.118 ,10.2
MAC000002,2012-10-20 05:00:00, 0.095 ,10.2
MAC000002,2012-10-20 05:30:00, 0.119 ,9.71
MAC000002,2012-10-20 06:00:00, 0.089 ,9.71
MAC000002,2012-10-20 06:30:00, 0.124 ,9.57
MAC000002,2012-10-20 07:00:00, 0.085 ,9.57
MAC000002,2012-10-20 07:30:00, 0.128 ,9.82
MAC000002,2012-10-20 08:00:00, 0.077 ,9.82
MAC000002,2012-10-20 08:30:00, 0.133 ,10.32
MAC000002,2012-10-20 09:00:00, 0.087 ,10.32
MAC000002,2012-10-20 09:30:00, 0.176 ,11.41
MAC000002,2012-10-20 10:00:00, 0.073 ,11.41
MAC000002,2012-10-20 10:30:00, 0.264 ,12.45
MAC000002,2012-10-20 11:00:00, 0.505 ,12.45
MAC000002,2012-10-20 11:30:00, 0.798 ,13.06
MAC000002,2012-10-20 12:00:00, 0.724 ,13.06
MAC000002,2012-10-20 12:30:00, 0.662 ,13.97
MAC000002,2012-10-20 13:00:00, 0.389 ,13.97
MAC000002,2012-10-20 13:30:00, 0.079 ,14.01
MAC000002,2012-10-20 14:00:00, 0.178 ,14.01
MAC000002,2012-10-20 14:30:00, 0.148 ,13.6
MAC000002,2012-10-20 15:00:00, 0.233 ,13.6
MAC000002,2012-10-20 15:30:00, 0.328 ,12.67
MAC000002,2012-10-20 16:00:00, 0.428 ,12.67
MAC000002,2012-10-20 16:30:00, 0.592 ,12.56
MAC000002,2012-10-20 17:00:00, 0.688 ,12.56
MAC000002,2012-10-20 17:30:00, 0.893 ,12.83
MAC000002,2012-10-20 18:00:00, 1.4529999 ,12.83
MAC000002,2012-10-20 18:30:00, 0.909 ,12.35
MAC000002,2012-10-20 19:00:00, 0.504 ,12.35
MAC000002,2012-10-20 19:30:00, 0.637 ,11.91
MAC000002,2012-10-20 20:00:00, 0.686 ,11.91
MAC000002,2012-10-20 20:30:00, 0.581 ,11.47
MAC000002,2012-10-20 21:00:00, 0.585 ,11.47
MAC000002,2012-10-20 21:30:00, 0.562 ,11.32
MAC000002,2012-10-20 22:00:00, 0.536 ,11.32
MAC000002,2012-10-20 22:30:00, 0.429 ,11.28
MAC000002,2012-10-20 23:00:00, 0.426 ,11.28
MAC000002,2012-10-20 23:30:00, 0.386 ,10.87
MAC000002,2012-10-21 00:00:00, 0.39 ,10.87
MAC000002,2012-10-21 00:30:00, 0.348 ,10.66
MAC000002,2012-10-21 01:00:00, 0.372 ,10.66
MAC000002,2012-10-21 01:30:00, 0.341 ,10.31
MAC000002,2012-10-21 02:00:00, 0.37 ,10.31
MAC000002,2012-10-21 02:30:00, 0.285 ,10.21
MAC000002,2012-10-21 03:00:00, 0.272 ,10.21
MAC000002,2012-10-21 03:30:00, 0.268 ,10.22
MAC000002,2012-10-21 04:00:00, 0.251 ,10.22
MAC000002,2012-10-21 04:30:00, 0.287 ,10.21
MAC000002,2012-10-21 05:00:00, 0.232 ,10.21
MAC000002,2012-10-21 05:30:00, 0.286 ,10.19
MAC000002,2012-10-21 06:00:00, 0.249 ,10.19
MAC000002,2012-10-21 06:30:00, 0.269 ,10.24
MAC000002,2012-10-21 07:00:00, 0.329 ,10.24
MAC000002,2012-10-21 07:30:00, 0.298 ,10.4
MAC000002,2012-10-21 08:00:00, 0.286 ,10.4
MAC000002,2012-10-21 08:30:00, 0.247 ,10.88
MAC000002,2012-10-21 09:00:00, 0.321 ,10.88
MAC000002,2012-10-21 09:30:00, 0.329 ,11.43
MAC000002,2012-10-21 10:00:00, 0.418 ,11.43
MAC000002,2012-10-21 10:30:00, 0.37 ,11.91
MAC000002,2012-10-21 11:00:00, 0.38 ,11.91
MAC000002,2012-10-21 11:30:00, 0.771 ,12.41
MAC000002,2012-10-21 12:00:00, 0.557 ,12.41
MAC000002,2012-10-21 12:30:00, 0.413 ,12.4
MAC000002,2012-10-21 13:00:00, 0.374 ,12.4
MAC000002,2012-10-21 13:30:00, 0.415 ,12.39
MAC000002,2012-10-21 14:00:00, 0.657 ,12.39
MAC000002,2012-10-21 14:30:00, 0.36 ,12.37
MAC000002,2012-10-21 15:00:00, 0.344 ,12.37
MAC000002,2012-10-21 15:30:00, 0.434 ,12.03
MAC000002,2012-10-21 16:00:00, 0.589 ,12.03
MAC000002,2012-10-21 16:30:00, 0.641 ,11.94
MAC000002,2012-10-21 17:00:00, 0.877 ,11.94
MAC000002,2012-10-21 17:30:00, 0.79 ,11.62
